Chip Run Filename,R:\ChipRun.bml
Application Version,2.1.1
Application Build,20090521.1135
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold
S07-A08,preamp 1:10,Unknown,5,b actin,Test,13.0405201003774,0.84,Pass,0.054349316579291
S07-A09,preamp 1:10,Unknown,5,b actin,Test,12.839139729017,0.83,Pass,0.054349316579291
S07-A10,preamp 1:10,Unknown,5,b actin,Test,13.1711480401917,0.83,Pass,0.054349316579291
S07-A11,preamp 1:10,Unknown,5,b actin,Test,13.0249337844897,0.84,Pass,0.054349316579291
S07-A12,preamp 1:10,Unknown,5,b actin,Test,12.7707283887638,0.81,Pass,0.054349316579291
S07-A13,preamp 1:10,Unknown,5,GAPDH,Test,9.90167506213959,0.76,Pass,0.054349316579291
S07-A14,preamp 1:10,Unknown,5,GAPDH,Test,9.80667371160047,0.75,Pass,0.054349316579291
S07-A15,preamp 1:10,Unknown,5,GAPDH,Test,9.47761141557595,0.77,Pass,0.054349316579291
S07-A16,preamp 1:10,Unknown,5,GAPDH,Test,9.99762170870877,0.75,Pass,0.054349316579291
S07-A17,preamp 1:10,Unknown,5,GAPDH,Test,9.8181605844436,0.77,Pass,0.054349316579291
S07-A18,preamp 1:10,Unknown,5,GAPDH,Test,9.43108177380118,0.79,Pass,0.054349316579291
S07-A19,preamp 1:10,Unknown,5,GAPDH,Test,9.91764810008623,0.75,Pass,0.054349316579291
S07-A20,preamp 1:10,Unknown,5,GAPDH,Test,9.66067137774204,0.75,Pass,0.054349316579291
S07-A21,preamp 1:10,Unknown,5,GAPDH,Test,9.43203089214404,0.79,Pass,0.054349316579291
S07-A22,preamp 1:10,Unknown,5,GAPDH,Test,9.96116172229521,0.77,Pass,0.054349316579291
S07-A23,preamp 1:10,Unknown,5,GAPDH,Test,9.65421597399942,0.78,Pass,0.054349316579291
S07-A24,preamp 1:10,Unknown,5,GAPDH,Test,9.43525027473511,0.76,Pass,0.054349316579291
S07-A25,preamp 1:10,Unknown,5,HPRT,Test,15.5168048706239,0.91,Pass,0.054349316579291
S07-A26,preamp 1:10,Unknown,5,HPRT,Test,15.4968312774857,0.9,Pass,0.054349316579291
S07-A27,preamp 1:10,Unknown,5,HPRT,Test,15.1982214127189,0.87,Pass,0.054349316579291
S07-A28,preamp 1:10,Unknown,5,HPRT,Test,15.4904913289181,0.82,Pass,0.054349316579291
S07-A29,preamp 1:10,Unknown,5,HPRT,Test,15.6046135077525,0.86,Pass,0.054349316579291
S07-A30,preamp 1:10,Unknown,5,HPRT,Test,15.5468168199583,0.86,Pass,0.054349316579291
S07-A31,preamp 1:10,Unknown,5,HPRT,Test,15.4510712442753,0.86,Pass,0.054349316579291
S07-A32,preamp 1:10,Unknown,5,HPRT,Test,15.4405032729462,0.86,Pass,0.054349316579291
S07-A33,preamp 1:10,Unknown,5,HPRT,Test,15.5127035633875,0.86,Pass,0.054349316579291
S07-A34,preamp 1:10,Unknown,5,HPRT,Test,15.7045124650372,0.85,Pass,0.054349316579291
S07-A35,preamp 1:10,Unknown,5,HPRT,Test,15.4769214721054,0.83,Pass,0.054349316579291
S07-A36,preamp 1:10,Unknown,5,HPRT,Test,15.0895509351929,0.85,Pass,0.054349316579291
S07-A37,preamp 1:10,Unknown,5,SDHA,Test,17.4185183413883,0.92,Pass,0.054349316579291
S07-A38,preamp 1:10,Unknown,5,SDHA,Test,16.9536673809457,0.91,Pass,0.054349316579291
S07-A39,preamp 1:10,Unknown,5,SDHA,Test,16.5956057532115,0.93,Pass,0.054349316579291
S07-A40,preamp 1:10,Unknown,5,SDHA,Test,17.3301793772464,0.93,Pass,0.054349316579291
S07-A41,preamp 1:10,Unknown,5,SDHA,Test,16.8048114026146,0.93,Pass,0.054349316579291
S07-A42,preamp 1:10,Unknown,5,SDHA,Test,16.8403758020785,0.92,Pass,0.054349316579291
S07-A43,preamp 1:10,Unknown,5,SDHA,Test,17.3305389735152,0.92,Pass,0.054349316579291
S07-A44,preamp 1:10,Unknown,5,SDHA,Test,17.1005149917645,0.91,Pass,0.054349316579291
S07-A45,preamp 1:10,Unknown,5,SDHA,Test,16.7061162677112,0.91,Pass,0.054349316579291
S07-A46,preamp 1:10,Unknown,5,SDHA,Test,16.8929607624001,0.94,Pass,0.054349316579291
S07-A47,preamp 1:10,Unknown,5,SDHA,Test,16.612744033796,0.94,Pass,0.054349316579291
S07-A48,preamp 1:10,Unknown,5,SDHA,Test,16.3496862045432,0.93,Pass,0.054349316579291
S39-A01,no preamp,Unknown,0.5,b actin,Test,27.4238131924922,0.89,Pass,0.054349316579291
S39-A02,no preamp,Unknown,0.5,b actin,Test,27.1626857194539,0.87,Pass,0.054349316579291
S39-A03,no preamp,Unknown,0.5,b actin,Test,26.3860925997355,0.86,Pass,0.054349316579291
S39-A04,no preamp,Unknown,0.5,b actin,Test,26.5705350100056,0.87,Pass,0.054349316579291
S39-A05,no preamp,Unknown,0.5,b actin,Test,25.8288238009566,0.87,Pass,0.054349316579291
S39-A06,no preamp,Unknown,0.5,b actin,Test,26.0046509136138,0.87,Pass,0.054349316579291
S39-A07,no preamp,Unknown,0.5,b actin,Test,26.7600957718179,0.86,Pass,0.054349316579291
S39-A08,no preamp,Unknown,0.5,b actin,Test,26.541297206934,0.86,Pass,0.054349316579291
S39-A09,no preamp,Unknown,0.5,b actin,Test,26.4304869733141,0.87,Pass,0.054349316579291
S39-A10,no preamp,Unknown,0.5,b actin,Test,25.9335394245973,0.87,Pass,0.054349316579291
S39-A11,no preamp,Unknown,0.5,b actin,Test,27.0771674696435,0.87,Pass,0.054349316579291
S39-A12,no preamp,Unknown,0.5,b actin,Test,26.3628791132752,0.87,Pass,0.054349316579291
S39-A13,no preamp,Unknown,0.5,GAPDH,Test,21.3629185963889,0.94,Pass,0.054349316579291
S39-A14,no preamp,Unknown,0.5,GAPDH,Test,21.0233064210482,0.94,Pass,0.054349316579291
S39-A15,no preamp,Unknown,0.5,GAPDH,Test,20.3556524287064,0.93,Pass,0.054349316579291
S39-A16,no preamp,Unknown,0.5,GAPDH,Test,20.8420770065648,0.94,Pass,0.054349316579291
S39-A17,no preamp,Unknown,0.5,GAPDH,Test,20.8020332595142,0.94,Pass,0.054349316579291
S39-A18,no preamp,Unknown,0.5,GAPDH,Test,20.7256841279788,0.93,Pass,0.054349316579291
S39-A19,no preamp,Unknown,0.5,GAPDH,Test,20.868588067683,0.94,Pass,0.054349316579291
S39-A20,no preamp,Unknown,0.5,GAPDH,Test,20.8272823920272,0.94,Pass,0.054349316579291
S39-A21,no preamp,Unknown,0.5,GAPDH,Test,20.6672618476136,0.93,Pass,0.054349316579291
S39-A22,no preamp,Unknown,0.5,GAPDH,Test,21.4136872740659,0.94,Pass,0.054349316579291
S39-A23,no preamp,Unknown,0.5,GAPDH,Test,20.7493482892625,0.94,Pass,0.054349316579291
S39-A24,no preamp,Unknown,0.5,GAPDH,Test,20.6240336248314,0.93,Pass,0.054349316579291
S39-A25,no preamp,Unknown,0.5,HPRT,Test,28.6817381869918,0.89,Pass,0.054349316579291
S39-A26,no preamp,Unknown,0.5,HPRT,Test,28.1602926484245,0.89,Pass,0.054349316579291
S39-A27,no preamp,Unknown,0.5,HPRT,Test,999,0,Fail,0.054349316579291
S39-A28,no preamp,Unknown,0.5,HPRT,Test,999,0,Fail,0.054349316579291
S39-A29,no preamp,Unknown,0.5,HPRT,Test,28.7815597147948,0.87,Pass,0.054349316579291
S39-A30,no preamp,Unknown,0.5,HPRT,Test,38.6691830084335,0.75,Pass,0.054349316579291
S39-A31,no preamp,Unknown,0.5,HPRT,Test,29.2759071035523,0.89,Pass,0.054349316579291
S39-A32,no preamp,Unknown,0.5,HPRT,Test,28.0279609853397,0.89,Pass,0.054349316579291
S39-A33,no preamp,Unknown,0.5,HPRT,Test,999,0,Fail,0.054349316579291
S39-A34,no preamp,Unknown,0.5,HPRT,Test,28.9962210624358,0.9,Pass,0.054349316579291
S39-A35,no preamp,Unknown,0.5,HPRT,Test,27.9808242104774,0.89,Pass,0.054349316579291
S39-A36,no preamp,Unknown,0.5,HPRT,Test,26.9658541507802,0.89,Pass,0.054349316579291
S39-A37,no preamp,Unknown,0.5,SDHA,Test,31.6237893828879,0.82,Pass,0.054349316579291
S39-A38,no preamp,Unknown,0.5,SDHA,Test,31.1555960505817,0.87,Pass,0.054349316579291
S39-A39,no preamp,Unknown,0.5,SDHA,Test,999,0,Fail,0.054349316579291
S39-A40,no preamp,Unknown,0.5,SDHA,Test,29.9027076412625,0.84,Pass,0.054349316579291
S39-A41,no preamp,Unknown,0.5,SDHA,Test,29.8627181167309,0.84,Pass,0.054349316579291
S39-A42,no preamp,Unknown,0.5,SDHA,Test,29.6032275856169,0.85,Pass,0.054349316579291
S39-A43,no preamp,Unknown,0.5,SDHA,Test,29.8972698012476,0.86,Pass,0.054349316579291
S39-A44,no preamp,Unknown,0.5,SDHA,Test,30.0546830312494,0.84,Pass,0.054349316579291
S39-A45,no preamp,Unknown,0.5,SDHA,Test,28.1639445485239,0.85,Pass,0.054349316579291
S39-A46,no preamp,Unknown,0.5,SDHA,Test,29.5794172273561,0.85,Pass,0.054349316579291
S39-A47,no preamp,Unknown,0.5,SDHA,Test,29.7294244551201,0.86,Pass,0.054349316579291
S39-A48,no preamp,Unknown,0.5,SDHA,Test,29.4346859069703,0.76,Pass,0.054349316579291
S12-A01,preamp 1:10,Unknown,5,b actin,Test,13.8165857687846,0.86,Pass,0.054349316579291
S12-A02,preamp 1:10,Unknown,5,b actin,Test,14.073212897789,0.84,Pass,0.054349316579291
S12-A03,preamp 1:10,Unknown,5,b actin,Test,13.8060979782637,0.82,Pass,0.054349316579291
S12-A04,preamp 1:10,Unknown,5,b actin,Test,14.1268818181139,0.87,Pass,0.054349316579291
S12-A05,preamp 1:10,Unknown,5,b actin,Test,13.6586100024828,0.84,Pass,0.054349316579291
S12-A06,preamp 1:10,Unknown,5,b actin,Test,13.4452230732832,0.85,Pass,0.054349316579291
S12-A07,preamp 1:10,Unknown,5,b actin,Test,13.8742749115758,0.84,Pass,0.054349316579291
S12-A08,preamp 1:10,Unknown,5,b actin,Test,13.9226524373912,0.83,Pass,0.054349316579291
S12-A09,preamp 1:10,Unknown,5,b actin,Test,13.6518277838784,0.81,Pass,0.054349316579291
S12-A10,preamp 1:10,Unknown,5,b actin,Test,14.1145524362407,0.85,Pass,0.054349316579291
S12-A11,preamp 1:10,Unknown,5,b actin,Test,13.9410590813738,0.85,Pass,0.054349316579291
S12-A12,preamp 1:10,Unknown,5,b actin,Test,13.6059494988989,0.82,Pass,0.054349316579291
S12-A13,preamp 1:10,Unknown,5,GAPDH,Test,10.5218344409489,0.8,Pass,0.054349316579291
S12-A14,preamp 1:10,Unknown,5,GAPDH,Test,10.3644251947789,0.82,Pass,0.054349316579291
S12-A15,preamp 1:10,Unknown,5,GAPDH,Test,10.0647373029087,0.83,Pass,0.054349316579291
S12-A16,preamp 1:10,Unknown,5,GAPDH,Test,10.5051680787248,0.78,Pass,0.054349316579291
S12-A17,preamp 1:10,Unknown,5,GAPDH,Test,10.4187155414775,0.78,Pass,0.054349316579291
S12-A18,preamp 1:10,Unknown,5,GAPDH,Test,10.0125653600337,0.82,Pass,0.054349316579291
S12-A19,preamp 1:10,Unknown,5,GAPDH,Test,10.4708865385796,0.79,Pass,0.054349316579291
S12-A20,preamp 1:10,Unknown,5,GAPDH,Test,10.2979816808894,0.79,Pass,0.054349316579291
S12-A21,preamp 1:10,Unknown,5,GAPDH,Test,9.96721831379816,0.8,Pass,0.054349316579291
S12-A22,preamp 1:10,Unknown,5,GAPDH,Test,10.5183470715165,0.77,Pass,0.054349316579291
S12-A23,preamp 1:10,Unknown,5,GAPDH,Test,10.2237495396995,0.79,Pass,0.054349316579291
S12-A24,preamp 1:10,Unknown,5,GAPDH,Test,10.0180850514068,0.8,Pass,0.054349316579291
S12-A25,preamp 1:10,Unknown,5,HPRT,Test,16.2475868468553,0.9,Pass,0.054349316579291
S12-A26,preamp 1:10,Unknown,5,HPRT,Test,16.154079587507,0.9,Pass,0.054349316579291
S12-A27,preamp 1:10,Unknown,5,HPRT,Test,15.9266222743834,0.86,Pass,0.054349316579291
S12-A28,preamp 1:10,Unknown,5,HPRT,Test,16.0891488967297,0.79,Pass,0.054349316579291
S12-A29,preamp 1:10,Unknown,5,HPRT,Test,16.2745036096108,0.87,Pass,0.054349316579291
S12-A30,preamp 1:10,Unknown,5,HPRT,Test,16.1895759055891,0.87,Pass,0.054349316579291
S12-A31,preamp 1:10,Unknown,5,HPRT,Test,16.1162113660787,0.85,Pass,0.054349316579291
S12-A32,preamp 1:10,Unknown,5,HPRT,Test,16.2161222068252,0.9,Pass,0.054349316579291
S12-A33,preamp 1:10,Unknown,5,HPRT,Test,16.324491323261,0.86,Pass,0.054349316579291
S12-A34,preamp 1:10,Unknown,5,HPRT,Test,16.3184282388234,0.91,Pass,0.054349316579291
S12-A35,preamp 1:10,Unknown,5,HPRT,Test,16.0832398186534,0.9,Pass,0.054349316579291
S12-A36,preamp 1:10,Unknown,5,HPRT,Test,15.6568897700613,0.88,Pass,0.054349316579291
S12-A37,preamp 1:10,Unknown,5,SDHA,Test,18.0053771735675,0.93,Pass,0.054349316579291
S12-A38,preamp 1:10,Unknown,5,SDHA,Test,17.6350094492601,0.91,Pass,0.054349316579291
S12-A39,preamp 1:10,Unknown,5,SDHA,Test,17.4024372035246,0.91,Pass,0.054349316579291
S12-A40,preamp 1:10,Unknown,5,SDHA,Test,18.1225576047138,0.93,Pass,0.054349316579291
S12-A41,preamp 1:10,Unknown,5,SDHA,Test,17.3810170943719,0.92,Pass,0.054349316579291
S12-A42,preamp 1:10,Unknown,5,SDHA,Test,17.4148597603138,0.88,Pass,0.054349316579291
S12-A43,preamp 1:10,Unknown,5,SDHA,Test,17.7957580530188,0.9,Pass,0.054349316579291
S12-A44,preamp 1:10,Unknown,5,SDHA,Test,17.6624579093166,0.92,Pass,0.054349316579291
S12-A45,preamp 1:10,Unknown,5,SDHA,Test,17.338051121328,0.91,Pass,0.054349316579291
S12-A46,preamp 1:10,Unknown,5,SDHA,Test,17.4854729202652,0.92,Pass,0.054349316579291
S12-A47,preamp 1:10,Unknown,5,SDHA,Test,17.4422052373372,0.91,Pass,0.054349316579291
S12-A48,preamp 1:10,Unknown,5,SDHA,Test,17.0527968208958,0.93,Pass,0.054349316579291
S38-A01,no preamp,Unknown,0.5,b actin,Test,26.0353673016647,0.91,Pass,0.054349316579291
S38-A02,no preamp,Unknown,0.5,b actin,Test,26.0031744614716,0.89,Pass,0.054349316579291
S38-A03,no preamp,Unknown,0.5,b actin,Test,26.1713803117355,0.88,Pass,0.054349316579291
S38-A04,no preamp,Unknown,0.5,b actin,Test,26.5151853904754,0.87,Pass,0.054349316579291
S38-A05,no preamp,Unknown,0.5,b actin,Test,25.00842122393,0.87,Pass,0.054349316579291
S38-A06,no preamp,Unknown,0.5,b actin,Test,25.1608780538855,0.87,Pass,0.054349316579291
S38-A07,no preamp,Unknown,0.5,b actin,Test,26.1797213332707,0.88,Pass,0.054349316579291
S38-A08,no preamp,Unknown,0.5,b actin,Test,25.0384421253494,0.87,Pass,0.054349316579291
S38-A09,no preamp,Unknown,0.5,b actin,Test,25.0780049809605,0.86,Pass,0.054349316579291
S38-A10,no preamp,Unknown,0.5,b actin,Test,25.5640134967813,0.86,Pass,0.054349316579291
S38-A11,no preamp,Unknown,0.5,b actin,Test,25.2519001161034,0.87,Pass,0.054349316579291
S38-A12,no preamp,Unknown,0.5,b actin,Test,25.0448281564925,0.87,Pass,0.054349316579291
S38-A13,no preamp,Unknown,0.5,GAPDH,Test,20.5630699903853,0.93,Pass,0.054349316579291
S38-A14,no preamp,Unknown,0.5,GAPDH,Test,20.5338959443844,0.93,Pass,0.054349316579291
S38-A15,no preamp,Unknown,0.5,GAPDH,Test,20.0897496134727,0.93,Pass,0.054349316579291
S38-A16,no preamp,Unknown,0.5,GAPDH,Test,20.5136233996288,0.94,Pass,0.054349316579291
S38-A17,no preamp,Unknown,0.5,GAPDH,Test,20.4111845783385,0.94,Pass,0.054349316579291
S38-A18,no preamp,Unknown,0.5,GAPDH,Test,20.3934206360201,0.93,Pass,0.054349316579291
S38-A19,no preamp,Unknown,0.5,GAPDH,Test,20.6685632740983,0.94,Pass,0.054349316579291
S38-A20,no preamp,Unknown,0.5,GAPDH,Test,20.3470507563158,0.93,Pass,0.054349316579291
S38-A21,no preamp,Unknown,0.5,GAPDH,Test,20.1758245910268,0.93,Pass,0.054349316579291
S38-A22,no preamp,Unknown,0.5,GAPDH,Test,20.68879933715,0.94,Pass,0.054349316579291
S38-A23,no preamp,Unknown,0.5,GAPDH,Test,20.2007741729188,0.93,Pass,0.054349316579291
S38-A24,no preamp,Unknown,0.5,GAPDH,Test,20.1863673048613,0.93,Pass,0.054349316579291
S38-A25,no preamp,Unknown,0.5,HPRT,Test,27.8844085367433,0.89,Pass,0.054349316579291
S38-A26,no preamp,Unknown,0.5,HPRT,Test,999,0,Fail,0.054349316579291
S38-A27,no preamp,Unknown,0.5,HPRT,Test,999,0,Fail,0.054349316579291
S38-A28,no preamp,Unknown,0.5,HPRT,Test,27.7973377003948,0.88,Pass,0.054349316579291
S38-A29,no preamp,Unknown,0.5,HPRT,Test,27.3892318504344,0.89,Pass,0.054349316579291
S38-A30,no preamp,Unknown,0.5,HPRT,Test,28.870924679679,0.88,Pass,0.054349316579291
S38-A31,no preamp,Unknown,0.5,HPRT,Test,28.0133535124791,0.88,Pass,0.054349316579291
S38-A32,no preamp,Unknown,0.5,HPRT,Test,28.0728302456316,0.89,Pass,0.054349316579291
S38-A33,no preamp,Unknown,0.5,HPRT,Test,999,0,Fail,0.054349316579291
S38-A34,no preamp,Unknown,0.5,HPRT,Test,28.4126676423172,0.9,Pass,0.054349316579291
S38-A35,no preamp,Unknown,0.5,HPRT,Test,999,0,Fail,0.054349316579291
S38-A36,no preamp,Unknown,0.5,HPRT,Test,26.4626144565346,0.89,Pass,0.054349316579291
S38-A37,no preamp,Unknown,0.5,SDHA,Test,30.2852168787576,0.82,Pass,0.054349316579291
S38-A38,no preamp,Unknown,0.5,SDHA,Test,28.837540418154,0.83,Pass,0.054349316579291
S38-A39,no preamp,Unknown,0.5,SDHA,Test,27.6742000007373,0.84,Pass,0.054349316579291
S38-A40,no preamp,Unknown,0.5,SDHA,Test,29.4395974628473,0.85,Pass,0.054349316579291
S38-A41,no preamp,Unknown,0.5,SDHA,Test,31.1328520544095,0.78,Pass,0.054349316579291
S38-A42,no preamp,Unknown,0.5,SDHA,Test,29.0733776751038,0.7,Pass,0.054349316579291
S38-A43,no preamp,Unknown,0.5,SDHA,Test,30.7313958277391,0.84,Pass,0.054349316579291
S38-A44,no preamp,Unknown,0.5,SDHA,Test,29.380514539349,0.87,Pass,0.054349316579291
S38-A45,no preamp,Unknown,0.5,SDHA,Test,27.438811894066,0.84,Pass,0.054349316579291
S38-A46,no preamp,Unknown,0.5,SDHA,Test,29.3901461096564,0.84,Pass,0.054349316579291
S38-A47,no preamp,Unknown,0.5,SDHA,Test,29.2164233255852,0.84,Pass,0.054349316579291
S38-A48,no preamp,Unknown,0.5,SDHA,Test,28.8678987554613,0.85,Pass,0.054349316579291
S11-A01,preamp 1:10,Unknown,5,b actin,Test,12.7893824141815,0.86,Pass,0.054349316579291
S11-A02,preamp 1:10,Unknown,5,b actin,Test,13.0219337434996,0.85,Pass,0.054349316579291
S11-A03,preamp 1:10,Unknown,5,b actin,Test,12.7950206764384,0.85,Pass,0.054349316579291
S11-A04,preamp 1:10,Unknown,5,b actin,Test,13.1324066181236,0.84,Pass,0.054349316579291
S11-A05,preamp 1:10,Unknown,5,b actin,Test,12.7663434363347,0.88,Pass,0.054349316579291
S11-A06,preamp 1:10,Unknown,5,b actin,Test,12.5450117308972,0.82,Pass,0.054349316579291
S11-A07,preamp 1:10,Unknown,5,b actin,Test,12.9680861072263,0.84,Pass,0.054349316579291
S11-A08,preamp 1:10,Unknown,5,b actin,Test,12.8974577899016,0.84,Pass,0.054349316579291
S11-A09,preamp 1:10,Unknown,5,b actin,Test,12.7333420325024,0.84,Pass,0.054349316579291
S11-A10,preamp 1:10,Unknown,5,b actin,Test,13.1165127352134,0.85,Pass,0.054349316579291
S11-A11,preamp 1:10,Unknown,5,b actin,Test,13.0263334065087,0.87,Pass,0.054349316579291
S11-A12,preamp 1:10,Unknown,5,b actin,Test,12.6903760881569,0.81,Pass,0.054349316579291
S11-A13,preamp 1:10,Unknown,5,GAPDH,Test,9.78262458261557,0.77,Pass,0.054349316579291
S11-A14,preamp 1:10,Unknown,5,GAPDH,Test,9.66987773168522,0.79,Pass,0.054349316579291
S11-A15,preamp 1:10,Unknown,5,GAPDH,Test,9.39778683589302,0.77,Pass,0.054349316579291
S11-A16,preamp 1:10,Unknown,5,GAPDH,Test,9.83641036969012,0.78,Pass,0.054349316579291
S11-A17,preamp 1:10,Unknown,5,GAPDH,Test,9.70755135922281,0.75,Pass,0.054349316579291
S11-A18,preamp 1:10,Unknown,5,GAPDH,Test,9.37611838105552,0.77,Pass,0.054349316579291
S11-A19,preamp 1:10,Unknown,5,GAPDH,Test,9.80747275730339,0.76,Pass,0.054349316579291
S11-A20,preamp 1:10,Unknown,5,GAPDH,Test,9.66888074637864,0.77,Pass,0.054349316579291
S11-A21,preamp 1:10,Unknown,5,GAPDH,Test,9.3599919256531,0.8,Pass,0.054349316579291
S11-A22,preamp 1:10,Unknown,5,GAPDH,Test,9.88694880637993,0.75,Pass,0.054349316579291
S11-A23,preamp 1:10,Unknown,5,GAPDH,Test,9.57889171118957,0.77,Pass,0.054349316579291
S11-A24,preamp 1:10,Unknown,5,GAPDH,Test,9.36652534649022,0.76,Pass,0.054349316579291
S11-A25,preamp 1:10,Unknown,5,HPRT,Test,15.5142364110162,0.86,Pass,0.054349316579291
S11-A26,preamp 1:10,Unknown,5,HPRT,Test,15.3642012653043,0.87,Pass,0.054349316579291
S11-A27,preamp 1:10,Unknown,5,HPRT,Test,15.1781795595957,0.87,Pass,0.054349316579291
S11-A28,preamp 1:10,Unknown,5,HPRT,Test,15.404816437536,0.81,Pass,0.054349316579291
S11-A29,preamp 1:10,Unknown,5,HPRT,Test,15.4930986599996,0.92,Pass,0.054349316579291
S11-A30,preamp 1:10,Unknown,5,HPRT,Test,15.2969442807458,0.9,Pass,0.054349316579291
S11-A31,preamp 1:10,Unknown,5,HPRT,Test,15.3250689824349,0.84,Pass,0.054349316579291
S11-A32,preamp 1:10,Unknown,5,HPRT,Test,15.3263000174177,0.86,Pass,0.054349316579291
S11-A33,preamp 1:10,Unknown,5,HPRT,Test,15.4096051550966,0.83,Pass,0.054349316579291
S11-A34,preamp 1:10,Unknown,5,HPRT,Test,15.5915974363717,0.87,Pass,0.054349316579291
S11-A35,preamp 1:10,Unknown,5,HPRT,Test,15.3764531604005,0.84,Pass,0.054349316579291
S11-A36,preamp 1:10,Unknown,5,HPRT,Test,14.9347943834319,0.88,Pass,0.054349316579291
S11-A37,preamp 1:10,Unknown,5,SDHA,Test,17.091221319947,0.92,Pass,0.054349316579291
S11-A38,preamp 1:10,Unknown,5,SDHA,Test,16.762669052497,0.92,Pass,0.054349316579291
S11-A39,preamp 1:10,Unknown,5,SDHA,Test,16.3674169585672,0.93,Pass,0.054349316579291
S11-A40,preamp 1:10,Unknown,5,SDHA,Test,17.0309834102971,0.93,Pass,0.054349316579291
S11-A41,preamp 1:10,Unknown,5,SDHA,Test,16.824974843443,0.92,Pass,0.054349316579291
S11-A42,preamp 1:10,Unknown,5,SDHA,Test,16.7402054949282,0.94,Pass,0.054349316579291
S11-A43,preamp 1:10,Unknown,5,SDHA,Test,16.9882608041267,0.92,Pass,0.054349316579291
S11-A44,preamp 1:10,Unknown,5,SDHA,Test,16.7419606669452,0.94,Pass,0.054349316579291
S11-A45,preamp 1:10,Unknown,5,SDHA,Test,16.513078798278,0.93,Pass,0.054349316579291
S11-A46,preamp 1:10,Unknown,5,SDHA,Test,16.6682384967448,0.93,Pass,0.054349316579291
S11-A47,preamp 1:10,Unknown,5,SDHA,Test,16.4777038143304,0.92,Pass,0.054349316579291
S11-A48,preamp 1:10,Unknown,5,SDHA,Test,16.0749764897361,0.93,Pass,0.054349316579291
S37-A01,no preamp,Unknown,0.5,b actin,Test,25.8853727809517,0.91,Pass,0.054349316579291
S37-A02,no preamp,Unknown,0.5,b actin,Test,26.0540781422745,0.89,Pass,0.054349316579291
S37-A03,no preamp,Unknown,0.5,b actin,Test,25.5506512272435,0.88,Pass,0.054349316579291
S37-A04,no preamp,Unknown,0.5,b actin,Test,26.0372440317628,0.87,Pass,0.054349316579291
S37-A05,no preamp,Unknown,0.5,b actin,Test,25.4708890123983,0.87,Pass,0.054349316579291
S37-A06,no preamp,Unknown,0.5,b actin,Test,24.7440231770401,0.87,Pass,0.054349316579291
S37-A07,no preamp,Unknown,0.5,b actin,Test,25.7067240178166,0.86,Pass,0.054349316579291
S37-A08,no preamp,Unknown,0.5,b actin,Test,26.3595853389694,0.86,Pass,0.054349316579291
S37-A09,no preamp,Unknown,0.5,b actin,Test,25.3243676157436,0.86,Pass,0.054349316579291
S37-A10,no preamp,Unknown,0.5,b actin,Test,26.4432167739684,0.86,Pass,0.054349316579291
S37-A11,no preamp,Unknown,0.5,b actin,Test,26.3747530958859,0.86,Pass,0.054349316579291
S37-A12,no preamp,Unknown,0.5,b actin,Test,24.8154886401238,0.87,Pass,0.054349316579291
S37-A13,no preamp,Unknown,0.5,GAPDH,Test,20.5744074675912,0.93,Pass,0.054349316579291
S37-A14,no preamp,Unknown,0.5,GAPDH,Test,20.5859029338943,0.94,Pass,0.054349316579291
S37-A15,no preamp,Unknown,0.5,GAPDH,Test,20.1092693447751,0.93,Pass,0.054349316579291
S37-A16,no preamp,Unknown,0.5,GAPDH,Test,20.5312844000889,0.94,Pass,0.054349316579291
S37-A17,no preamp,Unknown,0.5,GAPDH,Test,20.8343689007776,0.92,Pass,0.054349316579291
S37-A18,no preamp,Unknown,0.5,GAPDH,Test,20.3188547202758,0.93,Pass,0.054349316579291
S37-A19,no preamp,Unknown,0.5,GAPDH,Test,20.6816564566042,0.94,Pass,0.054349316579291
S37-A20,no preamp,Unknown,0.5,GAPDH,Test,20.6231691762779,0.93,Pass,0.054349316579291
S37-A21,no preamp,Unknown,0.5,GAPDH,Test,19.8483539613303,0.93,Pass,0.054349316579291
S37-A22,no preamp,Unknown,0.5,GAPDH,Test,20.6917003078586,0.94,Pass,0.054349316579291
S37-A23,no preamp,Unknown,0.5,GAPDH,Test,20.1985034083656,0.94,Pass,0.054349316579291
S37-A24,no preamp,Unknown,0.5,GAPDH,Test,20.1471269640913,0.93,Pass,0.054349316579291
