Chip Run Filename,R:\ChipRun.bml
Application Version,2.1.1
Application Build,20090521.1135
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold
S10-A40,preamp 1:10,Unknown,5,SDHA,Test,17.7218020036704,0.93,Pass,0.054349316579291
S10-A41,preamp 1:10,Unknown,5,SDHA,Test,17.2512978173038,0.89,Pass,0.054349316579291
S10-A42,preamp 1:10,Unknown,5,SDHA,Test,17.5118112500129,0.9,Pass,0.054349316579291
S10-A43,preamp 1:10,Unknown,5,SDHA,Test,17.8444095591599,0.9,Pass,0.054349316579291
S10-A44,preamp 1:10,Unknown,5,SDHA,Test,17.5656058581047,0.92,Pass,0.054349316579291
S10-A45,preamp 1:10,Unknown,5,SDHA,Test,17.3002590547147,0.9,Pass,0.054349316579291
S10-A46,preamp 1:10,Unknown,5,SDHA,Test,17.6792750015388,0.9,Pass,0.054349316579291
S10-A47,preamp 1:10,Unknown,5,SDHA,Test,17.3191195850499,0.92,Pass,0.054349316579291
S10-A48,preamp 1:10,Unknown,5,SDHA,Test,16.9450767437175,0.93,Pass,0.054349316579291
S36-A01,no preamp,Unknown,5,b actin,Test,24.3135132299752,0.91,Pass,0.054349316579291
S36-A02,no preamp,Unknown,5,b actin,Test,23.6766950810006,0.89,Pass,0.054349316579291
S36-A03,no preamp,Unknown,5,b actin,Test,23.1269615567996,0.88,Pass,0.054349316579291
S36-A04,no preamp,Unknown,5,b actin,Test,23.2775322493969,0.87,Pass,0.054349316579291
S36-A05,no preamp,Unknown,5,b actin,Test,22.7222049313363,0.88,Pass,0.054349316579291
S36-A06,no preamp,Unknown,5,b actin,Test,22.3581813522964,0.87,Pass,0.054349316579291
S36-A07,no preamp,Unknown,5,b actin,Test,22.8221382982646,0.86,Pass,0.054349316579291
S36-A08,no preamp,Unknown,5,b actin,Test,22.8044622833637,0.87,Pass,0.054349316579291
S36-A09,no preamp,Unknown,5,b actin,Test,22.3633764315242,0.85,Pass,0.054349316579291
S36-A10,no preamp,Unknown,5,b actin,Test,23.1786496652131,0.78,Pass,0.054349316579291
S36-A11,no preamp,Unknown,5,b actin,Test,22.7105528613061,0.85,Pass,0.054349316579291
S36-A12,no preamp,Unknown,5,b actin,Test,22.2761859138056,0.86,Pass,0.054349316579291
S36-A13,no preamp,Unknown,5,GAPDH,Test,18.2401223661248,0.92,Pass,0.054349316579291
S36-A14,no preamp,Unknown,5,GAPDH,Test,18.1496380788151,0.93,Pass,0.054349316579291
S36-A15,no preamp,Unknown,5,GAPDH,Test,17.777405306851,0.93,Pass,0.054349316579291
S36-A16,no preamp,Unknown,5,GAPDH,Test,18.2717801303204,0.93,Pass,0.054349316579291
S36-A17,no preamp,Unknown,5,GAPDH,Test,18.1914894403264,0.93,Pass,0.054349316579291
S36-A18,no preamp,Unknown,5,GAPDH,Test,17.6578339696161,0.93,Pass,0.054349316579291
S36-A19,no preamp,Unknown,5,GAPDH,Test,18.12132271257,0.93,Pass,0.054349316579291
S36-A20,no preamp,Unknown,5,GAPDH,Test,18.0599239847355,0.93,Pass,0.054349316579291
S36-A21,no preamp,Unknown,5,GAPDH,Test,17.7455059308907,0.93,Pass,0.054349316579291
S36-A22,no preamp,Unknown,5,GAPDH,Test,18.251833618706,0.93,Pass,0.054349316579291
S36-A23,no preamp,Unknown,5,GAPDH,Test,18.0501383059116,0.93,Pass,0.054349316579291
S36-A24,no preamp,Unknown,5,GAPDH,Test,17.8526506230646,0.93,Pass,0.054349316579291
S36-A25,no preamp,Unknown,5,HPRT,Test,25.7319404180997,0.92,Pass,0.054349316579291
S36-A26,no preamp,Unknown,5,HPRT,Test,25.9169611922154,0.91,Pass,0.054349316579291
S36-A27,no preamp,Unknown,5,HPRT,Test,24.4749345158275,0.91,Pass,0.054349316579291
S36-A28,no preamp,Unknown,5,HPRT,Test,25.0352173209631,0.91,Pass,0.054349316579291
S36-A29,no preamp,Unknown,5,HPRT,Test,26.4438630873923,0.91,Pass,0.054349316579291
S36-A30,no preamp,Unknown,5,HPRT,Test,26.0108239461504,0.91,Pass,0.054349316579291
S36-A31,no preamp,Unknown,5,HPRT,Test,25.3663685643762,0.91,Pass,0.054349316579291
S36-A32,no preamp,Unknown,5,HPRT,Test,25.6185711226288,0.91,Pass,0.054349316579291
S36-A33,no preamp,Unknown,5,HPRT,Test,26.3138953611544,0.92,Pass,0.054349316579291
S36-A34,no preamp,Unknown,5,HPRT,Test,26.9716446350768,0.92,Pass,0.054349316579291
S36-A35,no preamp,Unknown,5,HPRT,Test,25.8785321194928,0.92,Pass,0.054349316579291
S36-A36,no preamp,Unknown,5,HPRT,Test,25.0725837925312,0.9,Pass,0.054349316579291
S36-A37,no preamp,Unknown,5,SDHA,Test,27.9018129906959,0.85,Pass,0.054349316579291
S36-A38,no preamp,Unknown,5,SDHA,Test,26.8647192663922,0.84,Pass,0.054349316579291
S36-A39,no preamp,Unknown,5,SDHA,Test,26.3544420266594,0.72,Pass,0.054349316579291
S36-A40,no preamp,Unknown,5,SDHA,Test,27.3791838663923,0.86,Pass,0.054349316579291
S36-A41,no preamp,Unknown,5,SDHA,Test,26.5656436543838,0.81,Pass,0.054349316579291
S36-A42,no preamp,Unknown,5,SDHA,Test,26.5787543407103,0.74,Pass,0.054349316579291
S36-A43,no preamp,Unknown,5,SDHA,Test,26.6621824544749,0.85,Pass,0.054349316579291
S36-A44,no preamp,Unknown,5,SDHA,Test,26.7701526158218,0.85,Pass,0.054349316579291
S36-A45,no preamp,Unknown,5,SDHA,Test,27.3103997395919,0.86,Pass,0.054349316579291
S36-A46,no preamp,Unknown,5,SDHA,Test,26.3965480509194,0.83,Pass,0.054349316579291
S36-A47,no preamp,Unknown,5,SDHA,Test,26.3816306021699,0.86,Pass,0.054349316579291
S36-A48,no preamp,Unknown,5,SDHA,Test,26.5785283237314,0.87,Pass,0.054349316579291
S15-A01,preamp 1:100,Unknown,0.5,b actin,Test,16.2691327401708,0.92,Pass,0.054349316579291
S15-A02,preamp 1:100,Unknown,0.5,b actin,Test,16.4685164429894,0.93,Pass,0.054349316579291
S15-A03,preamp 1:100,Unknown,0.5,b actin,Test,16.3150689383568,0.9,Pass,0.054349316579291
S15-A04,preamp 1:100,Unknown,0.5,b actin,Test,16.5748816882475,0.87,Pass,0.054349316579291
S15-A05,preamp 1:100,Unknown,0.5,b actin,Test,16.0417269151254,0.89,Pass,0.054349316579291
S15-A06,preamp 1:100,Unknown,0.5,b actin,Test,15.9812390868535,0.89,Pass,0.054349316579291
S15-A07,preamp 1:100,Unknown,0.5,b actin,Test,16.3214815662132,0.87,Pass,0.054349316579291
S15-A08,preamp 1:100,Unknown,0.5,b actin,Test,16.3502951715821,0.89,Pass,0.054349316579291
S15-A09,preamp 1:100,Unknown,0.5,b actin,Test,16.0662458436943,0.9,Pass,0.054349316579291
S15-A10,preamp 1:100,Unknown,0.5,b actin,Test,16.4023285765245,0.9,Pass,0.054349316579291
S15-A11,preamp 1:100,Unknown,0.5,b actin,Test,16.2634287840733,0.89,Pass,0.054349316579291
S15-A12,preamp 1:100,Unknown,0.5,b actin,Test,15.9965525761683,0.9,Pass,0.054349316579291
S15-A13,preamp 1:100,Unknown,0.5,GAPDH,Test,13.1198235073957,0.86,Pass,0.054349316579291
S15-A14,preamp 1:100,Unknown,0.5,GAPDH,Test,12.9561659407863,0.88,Pass,0.054349316579291
S15-A15,preamp 1:100,Unknown,0.5,GAPDH,Test,12.7003317869887,0.86,Pass,0.054349316579291
S15-A16,preamp 1:100,Unknown,0.5,GAPDH,Test,13.1253080963921,0.85,Pass,0.054349316579291
S15-A17,preamp 1:100,Unknown,0.5,GAPDH,Test,13.1393615227678,0.85,Pass,0.054349316579291
S15-A18,preamp 1:100,Unknown,0.5,GAPDH,Test,12.6504394766103,0.86,Pass,0.054349316579291
S15-A19,preamp 1:100,Unknown,0.5,GAPDH,Test,13.1556477250844,0.85,Pass,0.054349316579291
S15-A20,preamp 1:100,Unknown,0.5,GAPDH,Test,12.9449049286697,0.86,Pass,0.054349316579291
S15-A21,preamp 1:100,Unknown,0.5,GAPDH,Test,12.6866154029929,0.88,Pass,0.054349316579291
S15-A22,preamp 1:100,Unknown,0.5,GAPDH,Test,13.2671017719521,0.85,Pass,0.054349316579291
S15-A23,preamp 1:100,Unknown,0.5,GAPDH,Test,12.9031568147507,0.86,Pass,0.054349316579291
S15-A24,preamp 1:100,Unknown,0.5,GAPDH,Test,12.6177875505238,0.86,Pass,0.054349316579291
S15-A25,preamp 1:100,Unknown,0.5,HPRT,Test,18.214568035729,0.91,Pass,0.054349316579291
S15-A26,preamp 1:100,Unknown,0.5,HPRT,Test,18.2146443319646,0.88,Pass,0.054349316579291
S15-A27,preamp 1:100,Unknown,0.5,HPRT,Test,17.9215109484645,0.82,Pass,0.054349316579291
S15-A28,preamp 1:100,Unknown,0.5,HPRT,Test,18.0766648226819,0.91,Pass,0.054349316579291
S15-A29,preamp 1:100,Unknown,0.5,HPRT,Test,18.2782320019942,0.86,Pass,0.054349316579291
S15-A30,preamp 1:100,Unknown,0.5,HPRT,Test,18.2904882933261,0.91,Pass,0.054349316579291
S15-A31,preamp 1:100,Unknown,0.5,HPRT,Test,18.3276834853198,0.86,Pass,0.054349316579291
S15-A32,preamp 1:100,Unknown,0.5,HPRT,Test,18.0869891291268,0.91,Pass,0.054349316579291
S15-A33,preamp 1:100,Unknown,0.5,HPRT,Test,18.2049557088983,0.89,Pass,0.054349316579291
S15-A34,preamp 1:100,Unknown,0.5,HPRT,Test,18.5205640653609,0.91,Pass,0.054349316579291
S15-A35,preamp 1:100,Unknown,0.5,HPRT,Test,18.0445984771903,0.91,Pass,0.054349316579291
S15-A36,preamp 1:100,Unknown,0.5,HPRT,Test,17.8150849950415,0.88,Pass,0.054349316579291
S15-A37,preamp 1:100,Unknown,0.5,SDHA,Test,20.257224198239,0.91,Pass,0.054349316579291
S15-A38,preamp 1:100,Unknown,0.5,SDHA,Test,19.9347190680827,0.89,Pass,0.054349316579291
S15-A39,preamp 1:100,Unknown,0.5,SDHA,Test,19.5155125078397,0.9,Pass,0.054349316579291
S15-A40,preamp 1:100,Unknown,0.5,SDHA,Test,20.0990217585902,0.92,Pass,0.054349316579291
S15-A41,preamp 1:100,Unknown,0.5,SDHA,Test,19.8476832017484,0.91,Pass,0.054349316579291
S15-A42,preamp 1:100,Unknown,0.5,SDHA,Test,19.7368148123416,0.93,Pass,0.054349316579291
S15-A43,preamp 1:100,Unknown,0.5,SDHA,Test,19.9912050279403,0.92,Pass,0.054349316579291
S15-A44,preamp 1:100,Unknown,0.5,SDHA,Test,19.7007882725668,0.91,Pass,0.054349316579291
S15-A45,preamp 1:100,Unknown,0.5,SDHA,Test,19.8091053349376,0.91,Pass,0.054349316579291
S15-A46,preamp 1:100,Unknown,0.5,SDHA,Test,19.8624931241042,0.92,Pass,0.054349316579291
S15-A47,preamp 1:100,Unknown,0.5,SDHA,Test,19.4854734868183,0.92,Pass,0.054349316579291
S15-A48,preamp 1:100,Unknown,0.5,SDHA,Test,19.3863837911473,0.93,Pass,0.054349316579291
S35-A01,no preamp,Unknown,5,b actin,Test,21.2813418095498,0.91,Pass,0.054349316579291
S35-A02,no preamp,Unknown,5,b actin,Test,21.3630514808561,0.89,Pass,0.054349316579291
S35-A03,no preamp,Unknown,5,b actin,Test,20.633430092875,0.87,Pass,0.054349316579291
S35-A04,no preamp,Unknown,5,b actin,Test,20.784147195081,0.88,Pass,0.054349316579291
S35-A05,no preamp,Unknown,5,b actin,Test,20.3203439402374,0.87,Pass,0.054349316579291
S35-A06,no preamp,Unknown,5,b actin,Test,19.8997567237975,0.88,Pass,0.054349316579291
S35-A07,no preamp,Unknown,5,b actin,Test,20.5970735906215,0.88,Pass,0.054349316579291
S35-A08,no preamp,Unknown,5,b actin,Test,20.4335627907589,0.86,Pass,0.054349316579291
S35-A09,no preamp,Unknown,5,b actin,Test,20.3862296806503,0.87,Pass,0.054349316579291
S35-A10,no preamp,Unknown,5,b actin,Test,20.7279006849907,0.88,Pass,0.054349316579291
S35-A11,no preamp,Unknown,5,b actin,Test,20.398710091114,0.86,Pass,0.054349316579291
S35-A12,no preamp,Unknown,5,b actin,Test,19.870878536179,0.8,Pass,0.054349316579291
S35-A13,no preamp,Unknown,5,GAPDH,Test,16.7958731890268,0.92,Pass,0.054349316579291
S35-A14,no preamp,Unknown,5,GAPDH,Test,16.6706581173716,0.91,Pass,0.054349316579291
S35-A15,no preamp,Unknown,5,GAPDH,Test,16.4640892600494,0.91,Pass,0.054349316579291
S35-A16,no preamp,Unknown,5,GAPDH,Test,16.9437183875908,0.93,Pass,0.054349316579291
S35-A17,no preamp,Unknown,5,GAPDH,Test,16.7485038899204,0.91,Pass,0.054349316579291
S35-A18,no preamp,Unknown,5,GAPDH,Test,16.3431230939577,0.92,Pass,0.054349316579291
S35-A19,no preamp,Unknown,5,GAPDH,Test,16.7861791606276,0.92,Pass,0.054349316579291
S35-A20,no preamp,Unknown,5,GAPDH,Test,16.6225590177696,0.92,Pass,0.054349316579291
S35-A21,no preamp,Unknown,5,GAPDH,Test,16.4069418916729,0.93,Pass,0.054349316579291
S35-A22,no preamp,Unknown,5,GAPDH,Test,16.9211688500506,0.92,Pass,0.054349316579291
S35-A23,no preamp,Unknown,5,GAPDH,Test,16.5849480786694,0.92,Pass,0.054349316579291
S35-A24,no preamp,Unknown,5,GAPDH,Test,16.3321461391865,0.91,Pass,0.054349316579291
S35-A25,no preamp,Unknown,5,HPRT,Test,23.6498518530792,0.93,Pass,0.054349316579291
S35-A26,no preamp,Unknown,5,HPRT,Test,23.7602614716199,0.91,Pass,0.054349316579291
S35-A27,no preamp,Unknown,5,HPRT,Test,24.2352292068497,0.91,Pass,0.054349316579291
S35-A28,no preamp,Unknown,5,HPRT,Test,23.6021092964992,0.92,Pass,0.054349316579291
S35-A29,no preamp,Unknown,5,HPRT,Test,23.8392538420239,0.9,Pass,0.054349316579291
S35-A30,no preamp,Unknown,5,HPRT,Test,23.363446278914,0.9,Pass,0.054349316579291
S35-A31,no preamp,Unknown,5,HPRT,Test,23.7742482819071,0.91,Pass,0.054349316579291
S35-A32,no preamp,Unknown,5,HPRT,Test,24.1653405282086,0.92,Pass,0.054349316579291
S35-A33,no preamp,Unknown,5,HPRT,Test,23.6183557118289,0.92,Pass,0.054349316579291
S35-A34,no preamp,Unknown,5,HPRT,Test,24.1840841191911,0.91,Pass,0.054349316579291
S35-A35,no preamp,Unknown,5,HPRT,Test,23.950184808824,0.91,Pass,0.054349316579291
S35-A36,no preamp,Unknown,5,HPRT,Test,22.8601541880376,0.91,Pass,0.054349316579291
S35-A37,no preamp,Unknown,5,SDHA,Test,24.8712556178051,0.87,Pass,0.054349316579291
S35-A38,no preamp,Unknown,5,SDHA,Test,23.948831377694,0.84,Pass,0.054349316579291
S35-A39,no preamp,Unknown,5,SDHA,Test,24.0639219255634,0.87,Pass,0.054349316579291
S35-A40,no preamp,Unknown,5,SDHA,Test,24.9267825131436,0.86,Pass,0.054349316579291
S35-A41,no preamp,Unknown,5,SDHA,Test,24.4609030914381,0.86,Pass,0.054349316579291
S35-A42,no preamp,Unknown,5,SDHA,Test,24.6537483932055,0.86,Pass,0.054349316579291
S35-A43,no preamp,Unknown,5,SDHA,Test,24.8809598560568,0.86,Pass,0.054349316579291
S35-A44,no preamp,Unknown,5,SDHA,Test,24.8318425718183,0.86,Pass,0.054349316579291
S35-A45,no preamp,Unknown,5,SDHA,Test,24.0384394574602,0.86,Pass,0.054349316579291
S35-A46,no preamp,Unknown,5,SDHA,Test,24.6003738894508,0.87,Pass,0.054349316579291
S35-A47,no preamp,Unknown,5,SDHA,Test,24.4298711776187,0.85,Pass,0.054349316579291
S35-A48,no preamp,Unknown,5,SDHA,Test,24.2308306116227,0.88,Pass,0.054349316579291
S14-A01,preamp 1:100,Unknown,0.5,b actin,Test,16.599245606618,0.91,Pass,0.054349316579291
S14-A02,preamp 1:100,Unknown,0.5,b actin,Test,16.901121321403,0.91,Pass,0.054349316579291
S14-A03,preamp 1:100,Unknown,0.5,b actin,Test,16.7053493457529,0.89,Pass,0.054349316579291
S14-A04,preamp 1:100,Unknown,0.5,b actin,Test,17.0384565808528,0.89,Pass,0.054349316579291
S14-A05,preamp 1:100,Unknown,0.5,b actin,Test,16.6075396584228,0.88,Pass,0.054349316579291
S14-A06,preamp 1:100,Unknown,0.5,b actin,Test,16.3276344851366,0.87,Pass,0.054349316579291
S14-A07,preamp 1:100,Unknown,0.5,b actin,Test,16.8438130684306,0.88,Pass,0.054349316579291
S14-A08,preamp 1:100,Unknown,0.5,b actin,Test,16.8356103782734,0.88,Pass,0.054349316579291
S14-A09,preamp 1:100,Unknown,0.5,b actin,Test,16.6297339056043,0.88,Pass,0.054349316579291
S14-A10,preamp 1:100,Unknown,0.5,b actin,Test,16.9426096935423,0.88,Pass,0.054349316579291
S14-A11,preamp 1:100,Unknown,0.5,b actin,Test,16.8387275114507,0.87,Pass,0.054349316579291
S14-A12,preamp 1:100,Unknown,0.5,b actin,Test,16.3243347528845,0.87,Pass,0.054349316579291
S14-A13,preamp 1:100,Unknown,0.5,GAPDH,Test,13.5516604691479,0.87,Pass,0.054349316579291
S14-A14,preamp 1:100,Unknown,0.5,GAPDH,Test,13.4054633651496,0.86,Pass,0.054349316579291
S14-A15,preamp 1:100,Unknown,0.5,GAPDH,Test,13.0350523318637,0.86,Pass,0.054349316579291
S14-A16,preamp 1:100,Unknown,0.5,GAPDH,Test,13.5484728404584,0.85,Pass,0.054349316579291
S14-A17,preamp 1:100,Unknown,0.5,GAPDH,Test,13.3782471518551,0.85,Pass,0.054349316579291
S14-A18,preamp 1:100,Unknown,0.5,GAPDH,Test,12.9649885480545,0.86,Pass,0.054349316579291
S14-A19,preamp 1:100,Unknown,0.5,GAPDH,Test,13.5006229776481,0.85,Pass,0.054349316579291
S14-A20,preamp 1:100,Unknown,0.5,GAPDH,Test,13.243018021983,0.86,Pass,0.054349316579291
S14-A21,preamp 1:100,Unknown,0.5,GAPDH,Test,12.9658149647918,0.86,Pass,0.054349316579291
S14-A22,preamp 1:100,Unknown,0.5,GAPDH,Test,13.5195030316766,0.84,Pass,0.054349316579291
S14-A23,preamp 1:100,Unknown,0.5,GAPDH,Test,13.2272013957349,0.88,Pass,0.054349316579291
S14-A24,preamp 1:100,Unknown,0.5,GAPDH,Test,12.9965246487215,0.86,Pass,0.054349316579291
S14-A25,preamp 1:100,Unknown,0.5,HPRT,Test,18.4866436702185,0.91,Pass,0.054349316579291
S14-A26,preamp 1:100,Unknown,0.5,HPRT,Test,18.4997887834695,0.91,Pass,0.054349316579291
S14-A27,preamp 1:100,Unknown,0.5,HPRT,Test,18.3489374797244,0.92,Pass,0.054349316579291
S14-A28,preamp 1:100,Unknown,0.5,HPRT,Test,18.4276547353082,0.91,Pass,0.054349316579291
S14-A29,preamp 1:100,Unknown,0.5,HPRT,Test,18.8101298104165,0.92,Pass,0.054349316579291
S14-A30,preamp 1:100,Unknown,0.5,HPRT,Test,18.4917712272218,0.93,Pass,0.054349316579291
S14-A31,preamp 1:100,Unknown,0.5,HPRT,Test,18.6267066627723,0.92,Pass,0.054349316579291
S14-A32,preamp 1:100,Unknown,0.5,HPRT,Test,18.5397179700942,0.92,Pass,0.054349316579291
S14-A33,preamp 1:100,Unknown,0.5,HPRT,Test,18.6548905974668,0.91,Pass,0.054349316579291
S14-A34,preamp 1:100,Unknown,0.5,HPRT,Test,18.8373384635173,0.87,Pass,0.054349316579291
S14-A35,preamp 1:100,Unknown,0.5,HPRT,Test,18.4616416139953,0.91,Pass,0.054349316579291
S14-A36,preamp 1:100,Unknown,0.5,HPRT,Test,18.1481573118663,0.9,Pass,0.054349316579291
S14-A37,preamp 1:100,Unknown,0.5,SDHA,Test,20.6997309313293,0.92,Pass,0.054349316579291
S14-A38,preamp 1:100,Unknown,0.5,SDHA,Test,20.2767348629785,0.92,Pass,0.054349316579291
S14-A39,preamp 1:100,Unknown,0.5,SDHA,Test,19.9736882499191,0.9,Pass,0.054349316579291
S14-A40,preamp 1:100,Unknown,0.5,SDHA,Test,20.7239411957442,0.91,Pass,0.054349316579291
S14-A41,preamp 1:100,Unknown,0.5,SDHA,Test,20.295860954659,0.9,Pass,0.054349316579291
S14-A42,preamp 1:100,Unknown,0.5,SDHA,Test,20.4667786374918,0.92,Pass,0.054349316579291
S14-A43,preamp 1:100,Unknown,0.5,SDHA,Test,20.6103452532434,0.92,Pass,0.054349316579291
S14-A44,preamp 1:100,Unknown,0.5,SDHA,Test,20.2693137170964,0.91,Pass,0.054349316579291
S14-A45,preamp 1:100,Unknown,0.5,SDHA,Test,20.1503622859469,0.9,Pass,0.054349316579291
S14-A46,preamp 1:100,Unknown,0.5,SDHA,Test,20.2914818509588,0.92,Pass,0.054349316579291
S14-A47,preamp 1:100,Unknown,0.5,SDHA,Test,20.1654982653216,0.91,Pass,0.054349316579291
S14-A48,preamp 1:100,Unknown,0.5,SDHA,Test,19.7903869666357,0.93,Pass,0.054349316579291
S34-A01,no preamp,Unknown,5,b actin,Test,21.9963071392548,0.92,Pass,0.054349316579291
S34-A02,no preamp,Unknown,5,b actin,Test,22.2609702307685,0.9,Pass,0.054349316579291
S34-A03,no preamp,Unknown,5,b actin,Test,21.6867777020521,0.89,Pass,0.054349316579291
S34-A04,no preamp,Unknown,5,b actin,Test,21.8863367626548,0.88,Pass,0.054349316579291
S34-A05,no preamp,Unknown,5,b actin,Test,21.6293304473352,0.87,Pass,0.054349316579291
S34-A06,no preamp,Unknown,5,b actin,Test,21.1436153018767,0.87,Pass,0.054349316579291
S34-A07,no preamp,Unknown,5,b actin,Test,21.6171166747987,0.88,Pass,0.054349316579291
S34-A08,no preamp,Unknown,5,b actin,Test,21.7266134200592,0.87,Pass,0.054349316579291
S34-A09,no preamp,Unknown,5,b actin,Test,21.2945657488139,0.87,Pass,0.054349316579291
S34-A10,no preamp,Unknown,5,b actin,Test,21.9176790974624,0.87,Pass,0.054349316579291
S34-A11,no preamp,Unknown,5,b actin,Test,21.7631205376012,0.87,Pass,0.054349316579291
S34-A12,no preamp,Unknown,5,b actin,Test,20.9765324451161,0.8,Pass,0.054349316579291
S34-A13,no preamp,Unknown,5,GAPDH,Test,17.7642319247049,0.91,Pass,0.054349316579291
S34-A14,no preamp,Unknown,5,GAPDH,Test,17.6771663891215,0.92,Pass,0.054349316579291
S34-A15,no preamp,Unknown,5,GAPDH,Test,17.246163241179,0.93,Pass,0.054349316579291
S34-A16,no preamp,Unknown,5,GAPDH,Test,17.7707404725174,0.92,Pass,0.054349316579291
S34-A17,no preamp,Unknown,5,GAPDH,Test,17.557715207743,0.93,Pass,0.054349316579291
S34-A18,no preamp,Unknown,5,GAPDH,Test,17.223945239372,0.91,Pass,0.054349316579291
S34-A19,no preamp,Unknown,5,GAPDH,Test,17.6559551984891,0.91,Pass,0.054349316579291
S34-A20,no preamp,Unknown,5,GAPDH,Test,17.4226320069173,0.91,Pass,0.054349316579291
S34-A21,no preamp,Unknown,5,GAPDH,Test,17.1458818628731,0.91,Pass,0.054349316579291
S34-A22,no preamp,Unknown,5,GAPDH,Test,17.6902464466795,0.91,Pass,0.054349316579291
S34-A23,no preamp,Unknown,5,GAPDH,Test,17.357183315293,0.91,Pass,0.054349316579291
S34-A24,no preamp,Unknown,5,GAPDH,Test,17.1768729492172,0.92,Pass,0.054349316579291
S34-A25,no preamp,Unknown,5,HPRT,Test,24.9194744496569,0.92,Pass,0.054349316579291
S34-A26,no preamp,Unknown,5,HPRT,Test,24.7983011629362,0.91,Pass,0.054349316579291
S34-A27,no preamp,Unknown,5,HPRT,Test,23.7327328878245,0.91,Pass,0.054349316579291
S34-A28,no preamp,Unknown,5,HPRT,Test,24.5695246057896,0.92,Pass,0.054349316579291
S34-A29,no preamp,Unknown,5,HPRT,Test,25.7800026500934,0.92,Pass,0.054349316579291
S34-A30,no preamp,Unknown,5,HPRT,Test,24.4491817137025,0.92,Pass,0.054349316579291
S34-A31,no preamp,Unknown,5,HPRT,Test,24.6725940613815,0.91,Pass,0.054349316579291
S34-A32,no preamp,Unknown,5,HPRT,Test,24.6716784497381,0.91,Pass,0.054349316579291
S34-A33,no preamp,Unknown,5,HPRT,Test,25.2886161261302,0.92,Pass,0.054349316579291
S34-A34,no preamp,Unknown,5,HPRT,Test,25.1229542263359,0.92,Pass,0.054349316579291
S34-A35,no preamp,Unknown,5,HPRT,Test,24.5066456597133,0.91,Pass,0.054349316579291
S34-A36,no preamp,Unknown,5,HPRT,Test,24.3010345340633,0.9,Pass,0.054349316579291
S34-A37,no preamp,Unknown,5,SDHA,Test,25.7219624047502,0.86,Pass,0.054349316579291
S34-A38,no preamp,Unknown,5,SDHA,Test,25.3734461711127,0.85,Pass,0.054349316579291
S34-A39,no preamp,Unknown,5,SDHA,Test,24.9155332764788,0.85,Pass,0.054349316579291
S34-A40,no preamp,Unknown,5,SDHA,Test,26.4151121300555,0.85,Pass,0.054349316579291
S34-A41,no preamp,Unknown,5,SDHA,Test,25.1027410216475,0.86,Pass,0.054349316579291
S34-A42,no preamp,Unknown,5,SDHA,Test,26.2745390662856,0.86,Pass,0.054349316579291
S34-A43,no preamp,Unknown,5,SDHA,Test,25.6372867847906,0.87,Pass,0.054349316579291
S34-A44,no preamp,Unknown,5,SDHA,Test,25.532518330917,0.86,Pass,0.054349316579291
S34-A45,no preamp,Unknown,5,SDHA,Test,25.7732900006062,0.84,Pass,0.054349316579291
S34-A46,no preamp,Unknown,5,SDHA,Test,25.7624282712557,0.85,Pass,0.054349316579291
S34-A47,no preamp,Unknown,5,SDHA,Test,25.4321517918105,0.86,Pass,0.054349316579291
S34-A48,no preamp,Unknown,5,SDHA,Test,26.2464499121368,0.87,Pass,0.054349316579291
S13-A01,preamp 1:100,Unknown,0.5,b actin,Test,17.0536493329647,0.91,Pass,0.054349316579291
S13-A02,preamp 1:100,Unknown,0.5,b actin,Test,17.1794598675794,0.91,Pass,0.054349316579291
S13-A03,preamp 1:100,Unknown,0.5,b actin,Test,17.0694534388018,0.92,Pass,0.054349316579291
S13-A04,preamp 1:100,Unknown,0.5,b actin,Test,17.3975445886261,0.87,Pass,0.054349316579291
S13-A05,preamp 1:100,Unknown,0.5,b actin,Test,16.9667139626095,0.9,Pass,0.054349316579291
S13-A06,preamp 1:100,Unknown,0.5,b actin,Test,16.7111022334123,0.88,Pass,0.054349316579291
S13-A07,preamp 1:100,Unknown,0.5,b actin,Test,17.077615408781,0.88,Pass,0.054349316579291
S13-A08,preamp 1:100,Unknown,0.5,b actin,Test,17.1972773548837,0.9,Pass,0.054349316579291
S13-A09,preamp 1:100,Unknown,0.5,b actin,Test,16.9042291701787,0.9,Pass,0.054349316579291
S13-A10,preamp 1:100,Unknown,0.5,b actin,Test,17.3999348541096,0.88,Pass,0.054349316579291
S13-A11,preamp 1:100,Unknown,0.5,b actin,Test,17.334974025701,0.87,Pass,0.054349316579291
S13-A12,preamp 1:100,Unknown,0.5,b actin,Test,16.8695084857532,0.9,Pass,0.054349316579291
S13-A13,preamp 1:100,Unknown,0.5,GAPDH,Test,13.7681321540421,0.87,Pass,0.054349316579291
S13-A14,preamp 1:100,Unknown,0.5,GAPDH,Test,13.6307011519374,0.87,Pass,0.054349316579291
